Plug Flow Rate (m^3 s^-1),Slip Flow Rate (m^3 s^-1)
6.715400522433861e-08,8.061651529488077e-10
6.715400522433861e-08,5.038532205930049e-10
6.715400522433861e-08,2.015412882372019e-10
6.709772574185375e-08,2.017621075845856e-09
6.709772574185375e-08,1.7149779144689777e-09
6.709772574185375e-08,1.4123347530920994e-09
6.709772574185375e-08,1.109691591715221e-09
6.709772574185375e-08,8.070484303383426e-10
6.709772574185375e-08,5.044052689614641e-10
6.709772574185375e-08,2.0176210758458562e-10
6.709772574185375e-08,2.0172529596387717e-09
6.709772574185375e-08,1.7146650156929557e-09
6.709772574185375e-08,1.41207707174714e-09
6.709772574185375e-08,1.1094891278013245e-09
6.709772574185375e-08,8.069011838555086e-10
6.709772574185375e-08,5.043132399096929e-10
6.709772574185375e-08,2.017252959638771e-10
6.709772574185375e-08,2.016884877016265e-09
6.709772574185375e-08,1.714352145463825e-09
6.709772574185375e-08,1.4118194139113854e-09
6.709772574185375e-08,1.1092866823589457e-09
6.709772574185375e-08,8.06753950806506e-10
6.709772574185375e-08,5.042212192540662e-10
6.709772574185375e-08,2.0168848770162648e-10
6.709772574185375e-08,2.016516827978336e-09
6.709772574185375e-08,1.7140393037815856e-09
6.709772574185375e-08,1.4115617795848353e-09
6.709772574185375e-08,1.109084255388085e-09
6.709772574185375e-08,8.066067311913346e-10
6.709772574185375e-08,5.041292069945841e-10
6.709772574185375e-08,2.0165168279783359e-10
6.709772574185375e-08,2.016148812524986e-09
6.709772574185375e-08,1.713726490646238e-09
6.709772574185375e-08,1.4113041687674902e-09
6.709772574185375e-08,1.1088818468887423e-09
6.709772574185375e-08,8.064595250099944e-10
6.709772574185375e-08,5.040372031312465e-10
6.709772574185375e-08,2.0161488125249857e-10
6.709772574185375e-08,2.015780830656213e-09
6.709772574185375e-08,1.7134137060577814e-09
6.709772574185375e-08,1.4110465814593493e-09
6.709772574185375e-08,1.1086794568609174e-09
6.709772574185375e-08,8.063123322624855e-10
6.709772574185375e-08,5.039452076640534e-10
6.709772574185375e-08,2.0157808306562133e-10
6.709772574185375e-08,2.015412882372019e-09
6.709772574185375e-08,1.7131009500162162e-09
6.709772574185375e-08,1.4107890176604135e-09
6.709772574185375e-08,1.1084770853046105e-09
6.709772574185375e-08,8.061651529488077e-10
6.709772574185375e-08,5.038532205930049e-10
6.709772574185375e-08,2.015412882372019e-10
6.70411242446995e-08,2.017621075845856e-09
6.70411242446995e-08,1.7149779144689777e-09
6.70411242446995e-08,1.4123347530920994e-09
6.70411242446995e-08,1.109691591715221e-09
6.70411242446995e-08,8.070484303383426e-10
6.70411242446995e-08,5.044052689614641e-10
6.70411242446995e-08,2.0176210758458562e-10
6.70411242446995e-08,2.0172529596387717e-09
6.70411242446995e-08,1.7146650156929557e-09
6.70411242446995e-08,1.41207707174714e-09
6.70411242446995e-08,1.1094891278013245e-09
6.70411242446995e-08,8.069011838555086e-10
6.70411242446995e-08,5.043132399096929e-10
6.70411242446995e-08,2.017252959638771e-10
6.70411242446995e-08,2.016884877016265e-09
6.70411242446995e-08,1.714352145463825e-09
6.70411242446995e-08,1.4118194139113854e-09
6.70411242446995e-08,1.1092866823589457e-09
6.70411242446995e-08,8.06753950806506e-10
6.70411242446995e-08,5.042212192540662e-10
6.70411242446995e-08,2.0168848770162648e-10
6.70411242446995e-08,2.016516827978336e-09
6.70411242446995e-08,1.7140393037815856e-09
6.70411242446995e-08,1.4115617795848353e-09
6.70411242446995e-08,1.109084255388085e-09
6.70411242446995e-08,8.066067311913346e-10
6.70411242446995e-08,5.041292069945841e-10
6.70411242446995e-08,2.0165168279783359e-10
6.70411242446995e-08,2.016148812524986e-09
6.70411242446995e-08,1.713726490646238e-09
6.70411242446995e-08,1.4113041687674902e-09
6.70411242446995e-08,1.1088818468887423e-09
6.70411242446995e-08,8.064595250099944e-10
6.70411242446995e-08,5.040372031312465e-10
6.70411242446995e-08,2.0161488125249857e-10
6.70411242446995e-08,2.015780830656213e-09
6.70411242446995e-08,1.7134137060577814e-09
6.70411242446995e-08,1.4110465814593493e-09
6.70411242446995e-08,1.1086794568609174e-09
6.70411242446995e-08,8.063123322624855e-10
6.70411242446995e-08,5.039452076640534e-10
6.70411242446995e-08,2.0157808306562133e-10
6.70411242446995e-08,2.015412882372019e-09
6.70411242446995e-08,1.7131009500162162e-09
6.70411242446995e-08,1.4107890176604135e-09
6.70411242446995e-08,1.1084770853046105e-09
6.70411242446995e-08,8.061651529488077e-10
6.70411242446995e-08,5.038532205930049e-10
6.70411242446995e-08,2.015412882372019e-10
1.5285102649827617e-07,3.486519900955755e-09
1.5285102649827617e-07,2.9635419158123917e-09
1.5285102649827617e-07,2.440563930669028e-09
1.5285102649827617e-07,1.9175859455256652e-09
1.5285102649827617e-07,1.394607960382302e-09
1.5285102649827617e-07,8.716299752389388e-10
1.5285102649827617e-07,3.4865199009557545e-10
1.5285102649827617e-07,3.485989804213871e-09
1.5285102649827617e-07,2.96309133358179e-09
1.5285102649827617e-07,2.4401928629497095e-09
1.5285102649827617e-07,1.9172943923176286e-09
1.5285102649827617e-07,1.3943959216855483e-09
1.5285102649827617e-07,8.714974510534677e-10
1.5285102649827617e-07,3.48598980421387e-10
1.5285102649827617e-07,3.4854597477734804e-09
1.5285102649827617e-07,2.9626407856074584e-09
1.5285102649827617e-07,2.4398218234414368e-09
1.5285102649827617e-07,1.9170028612754143e-09
1.5285102649827617e-07,1.3941838991093923e-09
1.5285102649827617e-07,8.713649369433701e-10
1.5285102649827617e-07,3.48545974777348e-10
1.5285102649827617e-07,3.4849297316345843e-09
1.5285102649827617e-07,2.9621902718893966e-09
1.5285102649827617e-07,2.439450812144209e-09
1.5285102649827617e-07,1.9167113523990216e-09
1.5285102649827617e-07,1.3939718926538337e-09
1.5285102649827617e-07,8.712324329086461e-10
1.5285102649827617e-07,3.4849297316345837e-10
1.5285102649827617e-07,3.4843997557971808e-09
1.5285102649827617e-07,2.961739792427604e-09
1.5285102649827617e-07,2.439079829058027e-09
1.5285102649827617e-07,1.91641986568845e-09
1.5285102649827617e-07,1.3937599023188726e-09
1.5285102649827617e-07,8.710999389492954e-10
1.5285102649827617e-07,3.484399755797181e-10
1.5285102649827617e-07,3.483869820261272e-09
1.5285102649827617e-07,2.9612893472220814e-09
1.5285102649827617e-07,2.4387088741828905e-09
1.5285102649827617e-07,1.9161284011437e-09
1.5285102649827617e-07,1.3935479281045091e-09
1.5285102649827617e-07,8.709674550653182e-10
1.5285102649827617e-07,3.483869820261272e-10
1.5285102649827617e-07,3.4833399250268566e-09
1.5285102649827617e-07,2.9608389362728285e-09
1.5285102649827617e-07,2.4383379475188e-09
1.5285102649827617e-07,1.915836958764771e-09
1.5285102649827617e-07,1.393335970010743e-09
1.5285102649827617e-07,8.708349812567143e-10
1.5285102649827617e-07,3.483339925026856e-10
1.527472208927631e-07,3.486519900955755e-09
1.527472208927631e-07,2.9635419158123917e-09
1.527472208927631e-07,2.440563930669028e-09
1.527472208927631e-07,1.9175859455256652e-09
1.527472208927631e-07,1.394607960382302e-09
1.527472208927631e-07,8.716299752389388e-10
1.527472208927631e-07,3.4865199009557545e-10
1.527472208927631e-07,3.485989804213871e-09
1.527472208927631e-07,2.96309133358179e-09
1.527472208927631e-07,2.4401928629497095e-09
1.527472208927631e-07,1.9172943923176286e-09
1.527472208927631e-07,1.3943959216855483e-09
1.527472208927631e-07,8.714974510534677e-10
1.527472208927631e-07,3.48598980421387e-10
1.527472208927631e-07,3.4854597477734804e-09
1.527472208927631e-07,2.9626407856074584e-09
1.527472208927631e-07,2.4398218234414368e-09
1.527472208927631e-07,1.9170028612754143e-09
1.527472208927631e-07,1.3941838991093923e-09
1.527472208927631e-07,8.713649369433701e-10
1.527472208927631e-07,3.48545974777348e-10
1.527472208927631e-07,3.4849297316345843e-09
1.527472208927631e-07,2.9621902718893966e-09
1.527472208927631e-07,2.439450812144209e-09
1.527472208927631e-07,1.9167113523990216e-09
1.527472208927631e-07,1.3939718926538337e-09
1.527472208927631e-07,8.712324329086461e-10
1.527472208927631e-07,3.4849297316345837e-10
1.527472208927631e-07,3.4843997557971808e-09
1.527472208927631e-07,2.961739792427604e-09
1.527472208927631e-07,2.439079829058027e-09
1.527472208927631e-07,1.91641986568845e-09
1.527472208927631e-07,1.3937599023188726e-09
1.527472208927631e-07,8.710999389492954e-10
1.527472208927631e-07,3.484399755797181e-10
1.527472208927631e-07,3.483869820261272e-09
1.527472208927631e-07,2.9612893472220814e-09
1.527472208927631e-07,2.4387088741828905e-09
1.527472208927631e-07,1.9161284011437e-09
1.527472208927631e-07,1.3935479281045091e-09
1.527472208927631e-07,8.709674550653182e-10
1.527472208927631e-07,3.483869820261272e-10
1.527472208927631e-07,3.4833399250268566e-09
1.527472208927631e-07,2.9608389362728285e-09
1.527472208927631e-07,2.4383379475188e-09
1.527472208927631e-07,1.915836958764771e-09
1.527472208927631e-07,1.393335970010743e-09
1.527472208927631e-07,8.708349812567143e-10
1.527472208927631e-07,3.483339925026856e-10
1.5264289838958423e-07,3.486519900955755e-09
1.5264289838958423e-07,2.9635419158123917e-09
1.5264289838958423e-07,2.440563930669028e-09
1.5264289838958423e-07,1.9175859455256652e-09
1.5264289838958423e-07,1.394607960382302e-09
1.5264289838958423e-07,8.716299752389388e-10
1.5264289838958423e-07,3.4865199009557545e-10
1.5264289838958423e-07,3.485989804213871e-09
1.5264289838958423e-07,2.96309133358179e-09
1.5264289838958423e-07,2.4401928629497095e-09
1.5264289838958423e-07,1.9172943923176286e-09
1.5264289838958423e-07,1.3943959216855483e-09
1.5264289838958423e-07,8.714974510534677e-10
1.5264289838958423e-07,3.48598980421387e-10
1.5264289838958423e-07,3.4854597477734804e-09
1.5264289838958423e-07,2.9626407856074584e-09
1.5264289838958423e-07,2.4398218234414368e-09
1.5264289838958423e-07,1.9170028612754143e-09
1.5264289838958423e-07,1.3941838991093923e-09
1.5264289838958423e-07,8.713649369433701e-10
1.5264289838958423e-07,3.48545974777348e-10
1.5264289838958423e-07,3.4849297316345843e-09
1.5264289838958423e-07,2.9621902718893966e-09
1.5264289838958423e-07,2.439450812144209e-09
1.5264289838958423e-07,1.9167113523990216e-09
1.5264289838958423e-07,1.3939718926538337e-09
1.5264289838958423e-07,8.712324329086461e-10
1.5264289838958423e-07,3.4849297316345837e-10
1.5264289838958423e-07,3.4843997557971808e-09
1.5264289838958423e-07,2.961739792427604e-09
1.5264289838958423e-07,2.439079829058027e-09
1.5264289838958423e-07,1.91641986568845e-09
1.5264289838958423e-07,1.3937599023188726e-09
1.5264289838958423e-07,8.710999389492954e-10
1.5264289838958423e-07,3.484399755797181e-10
1.5264289838958423e-07,3.483869820261272e-09
1.5264289838958423e-07,2.9612893472220814e-09
1.5264289838958423e-07,2.4387088741828905e-09
1.5264289838958423e-07,1.9161284011437e-09
1.5264289838958423e-07,1.3935479281045091e-09
1.5264289838958423e-07,8.709674550653182e-10
1.5264289838958423e-07,3.483869820261272e-10
1.5264289838958423e-07,3.4833399250268566e-09
1.5264289838958423e-07,2.9608389362728285e-09
1.5264289838958423e-07,2.4383379475188e-09
1.5264289838958423e-07,1.915836958764771e-09
1.5264289838958423e-07,1.393335970010743e-09
1.5264289838958423e-07,8.708349812567143e-10
1.5264289838958423e-07,3.483339925026856e-10
1.525380608696894e-07,3.486519900955755e-09
1.525380608696894e-07,2.9635419158123917e-09
1.525380608696894e-07,2.440563930669028e-09
1.525380608696894e-07,1.9175859455256652e-09
1.525380608696894e-07,1.394607960382302e-09
1.525380608696894e-07,8.716299752389388e-10
1.525380608696894e-07,3.4865199009557545e-10
1.525380608696894e-07,3.485989804213871e-09
1.525380608696894e-07,2.96309133358179e-09
1.525380608696894e-07,2.4401928629497095e-09
1.525380608696894e-07,1.9172943923176286e-09
1.525380608696894e-07,1.3943959216855483e-09
1.525380608696894e-07,8.714974510534677e-10
1.525380608696894e-07,3.48598980421387e-10
1.525380608696894e-07,3.4854597477734804e-09
1.525380608696894e-07,2.9626407856074584e-09
1.525380608696894e-07,2.4398218234414368e-09
1.525380608696894e-07,1.9170028612754143e-09
1.525380608696894e-07,1.3941838991093923e-09
1.525380608696894e-07,8.713649369433701e-10
1.525380608696894e-07,3.48545974777348e-10
1.525380608696894e-07,3.4849297316345843e-09
1.525380608696894e-07,2.9621902718893966e-09
1.525380608696894e-07,2.439450812144209e-09
1.525380608696894e-07,1.9167113523990216e-09
1.525380608696894e-07,1.3939718926538337e-09
1.525380608696894e-07,8.712324329086461e-10
1.525380608696894e-07,3.4849297316345837e-10
1.525380608696894e-07,3.4843997557971808e-09
1.525380608696894e-07,2.961739792427604e-09
1.525380608696894e-07,2.439079829058027e-09
1.525380608696894e-07,1.91641986568845e-09
1.525380608696894e-07,1.3937599023188726e-09
1.525380608696894e-07,8.710999389492954e-10
1.525380608696894e-07,3.484399755797181e-10
1.525380608696894e-07,3.483869820261272e-09
1.525380608696894e-07,2.9612893472220814e-09
1.525380608696894e-07,2.4387088741828905e-09
1.525380608696894e-07,1.9161284011437e-09
1.525380608696894e-07,1.3935479281045091e-09
1.525380608696894e-07,8.709674550653182e-10
1.525380608696894e-07,3.483869820261272e-10
1.525380608696894e-07,3.4833399250268566e-09
1.525380608696894e-07,2.9608389362728285e-09
1.525380608696894e-07,2.4383379475188e-09
1.525380608696894e-07,1.915836958764771e-09
1.525380608696894e-07,1.393335970010743e-09
1.525380608696894e-07,8.708349812567143e-10
1.525380608696894e-07,3.483339925026856e-10
1.5243271021155292e-07,3.486519900955755e-09
1.5243271021155292e-07,2.9635419158123917e-09
1.5243271021155292e-07,2.440563930669028e-09
1.5243271021155292e-07,1.9175859455256652e-09
1.5243271021155292e-07,1.394607960382302e-09
1.5243271021155292e-07,8.716299752389388e-10
1.5243271021155292e-07,3.4865199009557545e-10
1.5243271021155292e-07,3.485989804213871e-09
1.5243271021155292e-07,2.96309133358179e-09
1.5243271021155292e-07,2.4401928629497095e-09
1.5243271021155292e-07,1.9172943923176286e-09
1.5243271021155292e-07,1.3943959216855483e-09
1.5243271021155292e-07,8.714974510534677e-10
1.5243271021155292e-07,3.48598980421387e-10
1.5243271021155292e-07,3.4854597477734804e-09
1.5243271021155292e-07,2.9626407856074584e-09
1.5243271021155292e-07,2.4398218234414368e-09
1.5243271021155292e-07,1.9170028612754143e-09
1.5243271021155292e-07,1.3941838991093923e-09
1.5243271021155292e-07,8.713649369433701e-10
1.5243271021155292e-07,3.48545974777348e-10
1.5243271021155292e-07,3.4849297316345843e-09
1.5243271021155292e-07,2.9621902718893966e-09
1.5243271021155292e-07,2.439450812144209e-09
1.5243271021155292e-07,1.9167113523990216e-09
1.5243271021155292e-07,1.3939718926538337e-09
1.5243271021155292e-07,8.712324329086461e-10
1.5243271021155292e-07,3.4849297316345837e-10
1.5243271021155292e-07,3.4843997557971808e-09
1.5243271021155292e-07,2.961739792427604e-09
1.5243271021155292e-07,2.439079829058027e-09
1.5243271021155292e-07,1.91641986568845e-09
1.5243271021155292e-07,1.3937599023188726e-09
1.5243271021155292e-07,8.710999389492954e-10
1.5243271021155292e-07,3.484399755797181e-10
1.5243271021155292e-07,3.483869820261272e-09
1.5243271021155292e-07,2.9612893472220814e-09
1.5243271021155292e-07,2.4387088741828905e-09
1.5243271021155292e-07,1.9161284011437e-09
1.5243271021155292e-07,1.3935479281045091e-09
1.5243271021155292e-07,8.709674550653182e-10
1.5243271021155292e-07,3.483869820261272e-10
1.5243271021155292e-07,3.4833399250268566e-09
1.5243271021155292e-07,2.9608389362728285e-09
1.5243271021155292e-07,2.4383379475188e-09
1.5243271021155292e-07,1.915836958764771e-09
1.5243271021155292e-07,1.393335970010743e-09
1.5243271021155292e-07,8.708349812567143e-10
1.5243271021155292e-07,3.483339925026856e-10
1.5232684829117434e-07,3.486519900955755e-09
1.5232684829117434e-07,2.9635419158123917e-09
1.5232684829117434e-07,2.440563930669028e-09
1.5232684829117434e-07,1.9175859455256652e-09
1.5232684829117434e-07,1.394607960382302e-09
1.5232684829117434e-07,8.716299752389388e-10
1.5232684829117434e-07,3.4865199009557545e-10
1.5232684829117434e-07,3.485989804213871e-09
1.5232684829117434e-07,2.96309133358179e-09
1.5232684829117434e-07,2.4401928629497095e-09
1.5232684829117434e-07,1.9172943923176286e-09
1.5232684829117434e-07,1.3943959216855483e-09
1.5232684829117434e-07,8.714974510534677e-10
1.5232684829117434e-07,3.48598980421387e-10
1.5232684829117434e-07,3.4854597477734804e-09
1.5232684829117434e-07,2.9626407856074584e-09
1.5232684829117434e-07,2.4398218234414368e-09
1.5232684829117434e-07,1.9170028612754143e-09
1.5232684829117434e-07,1.3941838991093923e-09
1.5232684829117434e-07,8.713649369433701e-10
1.5232684829117434e-07,3.48545974777348e-10
1.5232684829117434e-07,3.4849297316345843e-09
1.5232684829117434e-07,2.9621902718893966e-09
1.5232684829117434e-07,2.439450812144209e-09
1.5232684829117434e-07,1.9167113523990216e-09
1.5232684829117434e-07,1.3939718926538337e-09
1.5232684829117434e-07,8.712324329086461e-10
1.5232684829117434e-07,3.4849297316345837e-10
1.5232684829117434e-07,3.4843997557971808e-09
1.5232684829117434e-07,2.961739792427604e-09
1.5232684829117434e-07,2.439079829058027e-09
1.5232684829117434e-07,1.91641986568845e-09
1.5232684829117434e-07,1.3937599023188726e-09
1.5232684829117434e-07,8.710999389492954e-10
1.5232684829117434e-07,3.484399755797181e-10
1.5232684829117434e-07,3.483869820261272e-09
1.5232684829117434e-07,2.9612893472220814e-09
1.5232684829117434e-07,2.4387088741828905e-09
1.5232684829117434e-07,1.9161284011437e-09
1.5232684829117434e-07,1.3935479281045091e-09
1.5232684829117434e-07,8.709674550653182e-10
1.5232684829117434e-07,3.483869820261272e-10
1.5232684829117434e-07,3.4833399250268566e-09
1.5232684829117434e-07,2.9608389362728285e-09
1.5232684829117434e-07,2.4383379475188e-09
1.5232684829117434e-07,1.915836958764771e-09
1.5232684829117434e-07,1.393335970010743e-09
1.5232684829117434e-07,8.708349812567143e-10
1.5232684829117434e-07,3.483339925026856e-10
1.5222047698207954e-07,3.486519900955755e-09
1.5222047698207954e-07,2.9635419158123917e-09
1.5222047698207954e-07,2.440563930669028e-09
1.5222047698207954e-07,1.9175859455256652e-09
1.5222047698207954e-07,1.394607960382302e-09
1.5222047698207954e-07,8.716299752389388e-10
1.5222047698207954e-07,3.4865199009557545e-10
1.5222047698207954e-07,3.485989804213871e-09
1.5222047698207954e-07,2.96309133358179e-09
1.5222047698207954e-07,2.4401928629497095e-09
1.5222047698207954e-07,1.9172943923176286e-09
1.5222047698207954e-07,1.3943959216855483e-09
1.5222047698207954e-07,8.714974510534677e-10
1.5222047698207954e-07,3.48598980421387e-10
1.5222047698207954e-07,3.4854597477734804e-09
1.5222047698207954e-07,2.9626407856074584e-09
1.5222047698207954e-07,2.4398218234414368e-09
1.5222047698207954e-07,1.9170028612754143e-09
1.5222047698207954e-07,1.3941838991093923e-09
1.5222047698207954e-07,8.713649369433701e-10
1.5222047698207954e-07,3.48545974777348e-10
1.5222047698207954e-07,3.4849297316345843e-09
1.5222047698207954e-07,2.9621902718893966e-09
1.5222047698207954e-07,2.439450812144209e-09
1.5222047698207954e-07,1.9167113523990216e-09
1.5222047698207954e-07,1.3939718926538337e-09
1.5222047698207954e-07,8.712324329086461e-10
1.5222047698207954e-07,3.4849297316345837e-10
1.5222047698207954e-07,3.4843997557971808e-09
1.5222047698207954e-07,2.961739792427604e-09
1.5222047698207954e-07,2.439079829058027e-09
1.5222047698207954e-07,1.91641986568845e-09
1.5222047698207954e-07,1.3937599023188726e-09
1.5222047698207954e-07,8.710999389492954e-10
1.5222047698207954e-07,3.484399755797181e-10
1.5222047698207954e-07,3.483869820261272e-09
1.5222047698207954e-07,2.9612893472220814e-09
1.5222047698207954e-07,2.4387088741828905e-09
1.5222047698207954e-07,1.9161284011437e-09
1.5222047698207954e-07,1.3935479281045091e-09
1.5222047698207954e-07,8.709674550653182e-10
1.5222047698207954e-07,3.483869820261272e-10
1.5222047698207954e-07,3.4833399250268566e-09
1.5222047698207954e-07,2.9608389362728285e-09
1.5222047698207954e-07,2.4383379475188e-09
1.5222047698207954e-07,1.915836958764771e-09
1.5222047698207954e-07,1.393335970010743e-09
1.5222047698207954e-07,8.708349812567143e-10
1.5222047698207954e-07,3.483339925026856e-10
1.2445207512428637e-09,1.463856757362484e-10
1.2445207512428637e-09,1.2442782437581115e-10
1.2445207512428637e-09,1.0246997301537388e-10
1.2445207512428637e-09,8.051212165493662e-11
1.2445207512428637e-09,5.855427029449937e-11
1.2445207512428637e-09,3.659641893406211e-11
1.2445207512428637e-09,1.463856757362484e-11
1.2445207512428637e-09,1.4632678469704807e-10
1.2445207512428637e-09,1.2437776699249088e-10
1.2445207512428637e-09,1.0242874928793363e-10
1.2445207512428637e-09,8.047973158337644e-11
1.2445207512428637e-09,5.853071387881923e-11
1.2445207512428637e-09,3.6581696174262025e-11
1.2445207512428637e-09,1.4632678469704805e-11
1.2445207512428637e-09,1.4626790550618018e-10
1.2445207512428637e-09,1.2432771968025315e-10
1.2445207512428637e-09,1.0238753385432612e-10
1.2445207512428637e-09,8.044734802839909e-11
1.2445207512428637e-09,5.850716220247208e-11
1.2445207512428637e-09,3.6566976376545044e-11
1.2445207512428637e-09,1.4626790550618016e-11
1.2445207512428637e-09,1.4620903816364466e-10
1.2445207512428637e-09,1.2427768243909797e-10
1.2445207512428637e-09,1.0234632671455127e-10
1.2445207512428637e-09,8.041497099000457e-11
1.2445207512428637e-09,5.848361526545787e-11
1.2445207512428637e-09,3.655225954091117e-11
1.2445207512428637e-09,1.4620903816364465e-11
1.2445207512428637e-09,1.4615018266944158e-10
1.2445207512428637e-09,1.2422765526902536e-10
1.2445207512428637e-09,1.023051278686091e-10
1.2445207512428637e-09,8.038260046819287e-11
1.2445207512428637e-09,5.846007306777663e-11
1.2445207512428637e-09,3.65375456673604e-11
1.2445207512428637e-09,1.4615018266944157e-11
1.2445207512428637e-09,1.4609133902357094e-10
1.2445207512428637e-09,1.241776381700353e-10
1.2445207512428637e-09,1.0226393731649964e-10
1.2445207512428637e-09,8.035023646296401e-11
1.2445207512428637e-09,5.843653560942838e-11
1.2445207512428637e-09,3.6522834755892735e-11
1.2445207512428637e-09,1.4609133902357093e-11
1.2445207512428637e-09,1.460325072260327e-10
1.2445207512428637e-09,1.241276311421278e-10
1.2445207512428637e-09,1.0222275505822288e-10
1.2445207512428637e-09,8.031787897431798e-11
1.2445207512428637e-09,5.841300289041307e-11
1.2445207512428637e-09,3.650812680650818e-11
1.2445207512428637e-09,1.4603250722603265e-11
1.242261413688359e-09,1.463856757362484e-10
1.242261413688359e-09,1.2442782437581115e-10
1.242261413688359e-09,1.0246997301537388e-10
1.242261413688359e-09,8.051212165493662e-11
1.242261413688359e-09,5.855427029449937e-11
1.242261413688359e-09,3.659641893406211e-11
1.242261413688359e-09,1.463856757362484e-11
1.242261413688359e-09,1.4632678469704807e-10
1.242261413688359e-09,1.2437776699249088e-10
1.242261413688359e-09,1.0242874928793363e-10
1.242261413688359e-09,8.047973158337644e-11
1.242261413688359e-09,5.853071387881923e-11
1.242261413688359e-09,3.6581696174262025e-11
1.242261413688359e-09,1.4632678469704805e-11
1.242261413688359e-09,1.4626790550618018e-10
1.242261413688359e-09,1.2432771968025315e-10
1.242261413688359e-09,1.0238753385432612e-10
1.242261413688359e-09,8.044734802839909e-11
1.242261413688359e-09,5.850716220247208e-11
1.242261413688359e-09,3.6566976376545044e-11
1.242261413688359e-09,1.4626790550618016e-11
1.242261413688359e-09,1.4620903816364466e-10
1.242261413688359e-09,1.2427768243909797e-10
1.242261413688359e-09,1.0234632671455127e-10
1.242261413688359e-09,8.041497099000457e-11
1.242261413688359e-09,5.848361526545787e-11
1.242261413688359e-09,3.655225954091117e-11
1.242261413688359e-09,1.4620903816364465e-11
1.242261413688359e-09,1.4615018266944158e-10
1.242261413688359e-09,1.2422765526902536e-10
1.242261413688359e-09,1.023051278686091e-10
1.242261413688359e-09,8.038260046819287e-11
1.242261413688359e-09,5.846007306777663e-11
1.242261413688359e-09,3.65375456673604e-11
1.242261413688359e-09,1.4615018266944157e-11
1.242261413688359e-09,1.4609133902357094e-10
1.242261413688359e-09,1.241776381700353e-10
1.242261413688359e-09,1.0226393731649964e-10
1.242261413688359e-09,8.035023646296401e-11
1.242261413688359e-09,5.843653560942838e-11
1.242261413688359e-09,3.6522834755892735e-11
1.242261413688359e-09,1.4609133902357093e-11
1.242261413688359e-09,1.460325072260327e-10
1.242261413688359e-09,1.241276311421278e-10
1.242261413688359e-09,1.0222275505822288e-10
1.242261413688359e-09,8.031787897431798e-11
1.242261413688359e-09,5.841300289041307e-11
1.242261413688359e-09,3.650812680650818e-11
1.242261413688359e-09,1.4603250722603265e-11
1.2399728838287868e-09,1.463856757362484e-10
1.2399728838287868e-09,1.2442782437581115e-10
1.2399728838287868e-09,1.0246997301537388e-10
1.2399728838287868e-09,8.051212165493662e-11
1.2399728838287868e-09,5.855427029449937e-11
1.2399728838287868e-09,3.659641893406211e-11
1.2399728838287868e-09,1.463856757362484e-11
1.2399728838287868e-09,1.4632678469704807e-10
1.2399728838287868e-09,1.2437776699249088e-10
1.2399728838287868e-09,1.0242874928793363e-10
1.2399728838287868e-09,8.047973158337644e-11
1.2399728838287868e-09,5.853071387881923e-11
1.2399728838287868e-09,3.6581696174262025e-11
1.2399728838287868e-09,1.4632678469704805e-11
1.2399728838287868e-09,1.4626790550618018e-10
1.2399728838287868e-09,1.2432771968025315e-10
1.2399728838287868e-09,1.0238753385432612e-10
1.2399728838287868e-09,8.044734802839909e-11
1.2399728838287868e-09,5.850716220247208e-11
1.2399728838287868e-09,3.6566976376545044e-11
1.2399728838287868e-09,1.4626790550618016e-11
1.2399728838287868e-09,1.4620903816364466e-10
1.2399728838287868e-09,1.2427768243909797e-10
1.2399728838287868e-09,1.0234632671455127e-10
1.2399728838287868e-09,8.041497099000457e-11
1.2399728838287868e-09,5.848361526545787e-11
1.2399728838287868e-09,3.655225954091117e-11
1.2399728838287868e-09,1.4620903816364465e-11
1.2399728838287868e-09,1.4615018266944158e-10
1.2399728838287868e-09,1.2422765526902536e-10
1.2399728838287868e-09,1.023051278686091e-10
1.2399728838287868e-09,8.038260046819287e-11
1.2399728838287868e-09,5.846007306777663e-11
1.2399728838287868e-09,3.65375456673604e-11
1.2399728838287868e-09,1.4615018266944157e-11
1.2399728838287868e-09,1.4609133902357094e-10
1.2399728838287868e-09,1.241776381700353e-10
1.2399728838287868e-09,1.0226393731649964e-10
1.2399728838287868e-09,8.035023646296401e-11
1.2399728838287868e-09,5.843653560942838e-11
1.2399728838287868e-09,3.6522834755892735e-11
1.2399728838287868e-09,1.4609133902357093e-11
1.2399728838287868e-09,1.460325072260327e-10
1.2399728838287868e-09,1.241276311421278e-10
1.2399728838287868e-09,1.0222275505822288e-10
1.2399728838287868e-09,8.031787897431798e-11
1.2399728838287868e-09,5.841300289041307e-11
1.2399728838287868e-09,3.650812680650818e-11
1.2399728838287868e-09,1.4603250722603265e-11
1.2376554442357349e-09,1.463856757362484e-10
1.2376554442357349e-09,1.2442782437581115e-10
1.2376554442357349e-09,1.0246997301537388e-10
1.2376554442357349e-09,8.051212165493662e-11
1.2376554442357349e-09,5.855427029449937e-11
1.2376554442357349e-09,3.659641893406211e-11
1.2376554442357349e-09,1.463856757362484e-11
1.2376554442357349e-09,1.4632678469704807e-10
1.2376554442357349e-09,1.2437776699249088e-10
1.2376554442357349e-09,1.0242874928793363e-10
1.2376554442357349e-09,8.047973158337644e-11
1.2376554442357349e-09,5.853071387881923e-11
1.2376554442357349e-09,3.6581696174262025e-11
1.2376554442357349e-09,1.4632678469704805e-11
